airline,from,to,day,month,year,age,gender,reason,stay,transit,connection,wait
Volaris,PVR,SJC,19,10,2018,57,unspecified,Back Home,Home,Public Transportation,False,0
Alaska,GDL,LAX,19,10,2020,80,female,Back Home,Home,Airport cab,False,0
Lufthansa,LAX,PDX,15,12,2014,39,unspecified,On vacation/Pleasure,Short-term homestay,,True,441
Delta Airlines,PDX,IZT,9,11,2018,66,unspecified,Business/Work,Friend/Family,,True,663
Volaris,TLC,MTY,1,5,2015,23,male,Back Home,Home,,False,0
Lufthansa,LAX,JFK,17,2,2021,84,undisclosed,On vacation/Pleasure,Friend/Family,Car rental,False,0
American Airlines,IZT,TLC,18,8,2014,56,unspecified,On vacation/Pleasure,Home,,True,388
Alaska,DEN,TLC,21,12,2021,12,undisclosed,Business/Work,Home,Public Transportation,False,0
Alaska,PDX,PVR,7,10,2020,8,undisclosed,On vacation/Pleasure,Friend/Family,Airport cab,False,0
Volaris,MTY,TPQ,22,2,2019,77,male,On vacation/Pleasure,Home,,True,677
Viva Aerobus,SJC,IZT,16,3,2018,8,unspecified,Back Home,Home,Airport cab,False,0
Delta Airlines,DEN,TLC,9,9,2016,39,male,Back Home,Home,Own car,False,0
Aeromexico,MTY,IZT,24,10,2014,85,female,Back Home,Home,,False,0
Volaris,SJC,TPQ,25,2,2013,48,unspecified,Back Home,Home,,False,0
Aeromexico,MTY,JFK,8,3,2013,50,undisclosed,Business/Work,Home,Pickup,False,0
Delta Airlines,JFK,LAX,27,10,2018,19,female,Business/Work,Hotel,,True,56
Lufthansa,PVR,MTY,1,7,2017,36,undisclosed,On vacation/Pleasure,Hotel,Airport cab,False,0
Alaska,MTY,PVR,4,4,2017,8,female,Business/Work,Short-term homestay,Pickup,False,0
Lufthansa,LAX,PDX,28,3,2017,56,female,On vacation/Pleasure,Hotel,,True,121
Lufthansa,TPQ,LAX,8,12,2022,9,undisclosed,On vacation/Pleasure,Short-term homestay,Public Transportation,False,0
Viva Aerobus,GDL,TLC,2,3,2014,5,male,On vacation/Pleasure,Hotel,Public Transportation,False,0
Volaris,TPQ,SJC,11,11,2022,27,undisclosed,Business/Work,Friend/Family,Pickup,False,0
Aeromar,PDX,TLC,2,12,2020,11,unspecified,On vacation/Pleasure,Home,,True,621
Volaris,JFK,TLC,5,7,2019,59,male,Business/Work,Short-term homestay,Airport cab,False,0
Lufthansa,JFK,SJC,2,11,2015,29,undisclosed,On vacation/Pleasure,Friend/Family,,True,619
American Airlines,JFK,TPQ,11,5,2016,22,female,On vacation/Pleasure,Home,Car rental,False,0
Delta Airlines,MTY,DEN,15,2,2014,76,undisclosed,Back Home,Home,Pickup,False,0
Alaska,IZT,LAX,10,7,2018,44,male,Back Home,Home,Own car,False,0
Alaska,SJC,GDL,27,3,2017,14,male,Business/Work,Hotel,Own car,False,0
Viva Aerobus,JFK,DEN,13,4,2020,54,undisclosed,Back Home,Home,,False,0
Lufthansa,TPQ,TLC,18,2,2014,51,female,Back Home,Home,,False,0
Aeromar,LAX,TPQ,20,12,2022,53,male,Back Home,Home,,False,0
Aeromexico,TLC,PVR,18,5,2019,76,female,On vacation/Pleasure,Short-term homestay,,True,352
Volaris,TLC,GDL,29,8,2022,20,undisclosed,Back Home,Home,Public Transportation,False,0
Delta Airlines,PVR,GDL,1,4,2019,76,male,On vacation/Pleasure,Friend/Family,Public Transportation,False,0
Lufthansa,PVR,SJC,18,2,2015,1,undisclosed,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Alaska,MTY,SJC,1,6,2016,84,undisclosed,On vacation/Pleasure,Short-term homestay,Car rental,False,0
Volaris,JFK,IZT,14,3,2015,43,unspecified,Back Home,Home,,False,0
Alaska,TPQ,PVR,28,3,2018,31,unspecified,Back Home,Home,,False,0
Aeromar,JFK,TPQ,4,9,2014,38,male,On vacation/Pleasure,Friend/Family,Pickup,False,0
Aeromexico,DEN,TLC,4,8,2022,11,male,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Lufthansa,TLC,TPQ,20,6,2015,84,male,Back Home,Home,,False,0
Delta Airlines,IZT,SJC,14,4,2018,63,undisclosed,Back Home,Home,Own car,False,0
Alaska,PVR,DEN,6,3,2017,26,undisclosed,Business/Work,Short-term homestay,,True,559
Aeromar,LAX,MTY,4,4,2019,32,unspecified,Back Home,Home,,False,0
Alaska,TPQ,TLC,28,6,2018,83,female,On vacation/Pleasure,Friend/Family,,True,496
Aeromexico,SJC,IZT,8,9,2013,16,undisclosed,On vacation/Pleasure,Home,,True,405
Volaris,TPQ,DEN,18,8,2013,80,undisclosed,On vacation/Pleasure,Hotel,,True,377
American Airlines,GDL,DEN,24,7,2016,81,unspecified,On vacation/Pleasure,Home,Mobility as a service,False,0
Lufthansa,PVR,LAX,18,2,2017,54,female,On vacation/Pleasure,Home,Airport cab,False,0
Lufthansa,TPQ,DEN,21,6,2015,42,male,Back Home,Home,Own car,False,0
American Airlines,PVR,IZT,16,11,2019,30,female,Back Home,Home,,False,0
Alaska,SJC,MTY,12,6,2021,58,undisclosed,Back Home,Home,Pickup,False,0
Aeromexico,TPQ,DEN,22,6,2019,15,male,On vacation/Pleasure,Hotel,Car rental,False,0
Aeromexico,TPQ,SJC,13,2,2019,70,unspecified,Back Home,Home,Public Transportation,False,0
American Airlines,JFK,GDL,22,11,2014,75,unspecified,Back Home,Home,Public Transportation,False,0
Volaris,MTY,PVR,10,4,2019,68,male,Business/Work,Short-term homestay,,True,707
Volaris,JFK,PDX,31,7,2018,31,male,Back Home,Home,Car rental,False,0
Aeromexico,IZT,MTY,10,12,2017,55,male,Back Home,Home,,False,0
American Airlines,DEN,IZT,18,2,2014,62,female,On vacation/Pleasure,Hotel,,True,128
Viva Aerobus,PDX,MTY,8,3,2014,14,undisclosed,Business/Work,Hotel,Car rental,False,0
Aeromexico,TPQ,DEN,16,8,2021,75,unspecified,On vacation/Pleasure,Short-term homestay,,True,601
Alaska,PVR,SJC,11,10,2019,13,female,Back Home,Home,Public Transportation,False,0
Volaris,TLC,TPQ,5,6,2014,69,female,Business/Work,Short-term homestay,Mobility as a service,False,0
Lufthansa,PDX,TLC,4,4,2013,38,unspecified,On vacation/Pleasure,Home,Own car,False,0
Viva Aerobus,LAX,TLC,15,3,2021,18,female,Business/Work,Friend/Family,,True,630
Aeromexico,DEN,MTY,4,2,2022,31,male,On vacation/Pleasure,Home,Own car,False,0
Alaska,MTY,PDX,22,5,2015,26,male,On vacation/Pleasure,Short-term homestay,Car rental,False,0
Delta Airlines,JFK,PDX,16,9,2017,25,female,Back Home,Home,Public Transportation,False,0
Lufthansa,DEN,PVR,21,8,2016,80,female,Business/Work,Hotel,,True,238
Viva Aerobus,LAX,SJC,4,2,2014,47,female,Back Home,Home,,False,0
Lufthansa,DEN,PVR,31,1,2021,40,undisclosed,Business/Work,Hotel,Pickup,False,0
Volaris,SJC,LAX,24,6,2016,17,undisclosed,On vacation/Pleasure,Hotel,Airport cab,False,0
Alaska,IZT,DEN,19,9,2014,72,female,Business/Work,Short-term homestay,Car rental,False,0
Aeromexico,MTY,LAX,9,4,2023,29,undisclosed,Back Home,Home,Mobility as a service,False,0
Alaska,MTY,PVR,10,4,2013,74,unspecified,On vacation/Pleasure,Short-term homestay,Own car,False,0
Delta Airlines,JFK,LAX,8,6,2017,6,unspecified,Back Home,Home,,False,0
Volaris,TPQ,IZT,5,10,2014,86,unspecified,Back Home,Home,,False,0
Volaris,GDL,JFK,5,5,2016,46,female,Business/Work,Home,Pickup,False,0
Volaris,SJC,PVR,27,8,2022,26,male,Back Home,Home,,False,0
Delta Airlines,TLC,PVR,7,8,2022,46,female,On vacation/Pleasure,Home,,True,262
Delta Airlines,TLC,JFK,13,6,2013,12,female,Business/Work,Short-term homestay,Public Transportation,False,0
Volaris,IZT,PVR,11,4,2014,85,female,Back Home,Home,Public Transportation,False,0
Lufthansa,PDX,LAX,15,10,2015,27,male,Business/Work,Hotel,Car rental,False,0
American Airlines,LAX,PVR,29,9,2014,43,male,On vacation/Pleasure,Hotel,,True,268
Delta Airlines,PDX,MTY,12,3,2016,26,undisclosed,On vacation/Pleasure,Short-term homestay,,True,425
Alaska,TPQ,PVR,25,2,2023,4,unspecified,Business/Work,Friend/Family,,True,714
Alaska,TLC,JFK,22,1,2020,39,male,On vacation/Pleasure,Short-term homestay,,True,617
Alaska,GDL,PVR,31,5,2022,79,undisclosed,Back Home,Home,,False,0
Volaris,JFK,SJC,20,6,2018,76,unspecified,On vacation/Pleasure,Friend/Family,,True,229
Volaris,TLC,TPQ,26,11,2014,34,male,Business/Work,Home,,True,355
Aeromar,PVR,TLC,7,5,2018,5,unspecified,Business/Work,Short-term homestay,,True,691
Alaska,GDL,TLC,1,4,2018,50,male,Back Home,Home,,False,0
American Airlines,LAX,JFK,18,6,2014,20,male,Business/Work,Friend/Family,,True,74
Lufthansa,SJC,PVR,28,4,2015,16,female,On vacation/Pleasure,Hotel,Public Transportation,False,0
Aeromexico,TLC,PVR,8,8,2018,76,female,Business/Work,Home,,True,476
Viva Aerobus,SJC,GDL,10,8,2016,65,male,Business/Work,Short-term homestay,Mobility as a service,False,0
American Airlines,PDX,DEN,9,3,2013,32,male,On vacation/Pleasure,Friend/Family,,True,505
Delta Airlines,TLC,DEN,26,4,2014,12,unspecified,Back Home,Home,Own car,False,0
American Airlines,TPQ,SJC,4,1,2016,52,male,Back Home,Home,,False,0
Lufthansa,MTY,IZT,11,3,2014,53,undisclosed,Back Home,Home,Pickup,False,0
American Airlines,SJC,PDX,10,10,2016,52,male,On vacation/Pleasure,Home,,True,469
Volaris,IZT,TLC,26,12,2017,38,male,On vacation/Pleasure,Friend/Family,,True,165
Viva Aerobus,DEN,PDX,22,9,2016,71,female,Business/Work,Short-term homestay,,True,134
Viva Aerobus,TPQ,DEN,13,2,2019,72,undisclosed,Back Home,Home,Public Transportation,False,0
American Airlines,DEN,TLC,19,10,2016,73,female,Business/Work,Hotel,Mobility as a service,False,0
Delta Airlines,PDX,IZT,13,11,2016,78,unspecified,On vacation/Pleasure,Home,Mobility as a service,False,0
Aeromar,GDL,LAX,27,11,2022,73,undisclosed,On vacation/Pleasure,Short-term homestay,,True,298
Viva Aerobus,LAX,PVR,30,11,2014,52,male,Back Home,Home,Mobility as a service,False,0
Aeromar,LAX,DEN,19,5,2022,1,unspecified,Business/Work,Hotel,Own car,False,0
Alaska,SJC,TLC,8,10,2017,56,unspecified,On vacation/Pleasure,Hotel,,True,171
Lufthansa,PVR,GDL,6,2,2023,46,unspecified,Business/Work,Home,Own car,False,0
Delta Airlines,LAX,PDX,5,3,2013,33,female,Business/Work,Hotel,,True,203
American Airlines,SJC,PDX,24,9,2013,43,male,Back Home,Home,,False,0
American Airlines,GDL,PDX,13,11,2022,80,unspecified,Business/Work,Short-term homestay,,True,243
Volaris,TLC,DEN,25,12,2016,90,undisclosed,On vacation/Pleasure,Short-term homestay,,True,142
Aeromar,PDX,GDL,1,4,2014,32,unspecified,Back Home,Home,,False,0
Alaska,JFK,PDX,21,10,2014,16,male,On vacation/Pleasure,Home,Airport cab,False,0
Aeromexico,TLC,SJC,16,6,2019,65,female,Business/Work,Hotel,Mobility as a service,False,0
Viva Aerobus,JFK,TLC,17,6,2017,24,female,Business/Work,Friend/Family,,True,149
Viva Aerobus,TPQ,GDL,17,9,2020,23,unspecified,Business/Work,Hotel,,True,315
Aeromar,IZT,LAX,22,9,2020,7,undisclosed,On vacation/Pleasure,Home,,True,302
American Airlines,IZT,PDX,4,7,2017,21,undisclosed,Back Home,Home,Airport cab,False,0
Alaska,SJC,PVR,1,10,2017,47,female,Back Home,Home,,False,0
Volaris,LAX,PDX,3,3,2020,14,female,Back Home,Home,,False,0
Alaska,LAX,DEN,17,6,2022,40,undisclosed,Business/Work,Short-term homestay,,True,182
Aeromar,GDL,IZT,22,8,2018,60,undisclosed,Business/Work,Friend/Family,Mobility as a service,False,0
American Airlines,DEN,JFK,28,6,2014,17,female,On vacation/Pleasure,Home,Mobility as a service,False,0
Viva Aerobus,LAX,PVR,27,5,2016,11,female,Back Home,Home,,False,0
American Airlines,TLC,SJC,4,11,2018,77,undisclosed,Back Home,Home,Mobility as a service,False,0
Aeromexico,SJC,GDL,30,6,2019,26,unspecified,Business/Work,Friend/Family,Own car,False,0
Alaska,SJC,LAX,2,8,2021,73,male,Back Home,Home,Airport cab,False,0
Volaris,TPQ,JFK,15,4,2021,9,unspecified,Back Home,Home,Pickup,False,0
Volaris,LAX,TPQ,14,11,2022,82,female,Business/Work,Friend/Family,Public Transportation,False,0
Aeromar,SJC,MTY,8,1,2022,88,male,On vacation/Pleasure,Friend/Family,Airport cab,False,0
Delta Airlines,DEN,TPQ,31,1,2020,13,female,Back Home,Home,,False,0
Lufthansa,IZT,MTY,2,10,2020,70,unspecified,Business/Work,Hotel,,True,569
Lufthansa,IZT,DEN,4,5,2018,15,undisclosed,Back Home,Home,,False,0
Aeromexico,TPQ,IZT,16,10,2021,71,female,Back Home,Home,,False,0
Aeromexico,DEN,PVR,29,9,2017,79,male,On vacation/Pleasure,Home,,True,571
American Airlines,SJC,IZT,30,4,2020,51,undisclosed,Business/Work,Home,,True,139
Lufthansa,PVR,IZT,26,6,2016,18,female,On vacation/Pleasure,Short-term homestay,Pickup,False,0
Viva Aerobus,LAX,PDX,26,9,2016,78,undisclosed,Back Home,Home,Pickup,False,0
Alaska,IZT,TPQ,12,3,2015,12,male,On vacation/Pleasure,Home,Car rental,False,0
Aeromexico,MTY,SJC,20,4,2016,75,male,On vacation/Pleasure,Friend/Family,Pickup,False,0
American Airlines,JFK,PDX,6,3,2017,83,female,Back Home,Home,Pickup,False,0
Viva Aerobus,SJC,LAX,3,11,2017,61,unspecified,On vacation/Pleasure,Friend/Family,,True,503
Aeromar,PVR,PDX,7,8,2021,82,female,On vacation/Pleasure,Friend/Family,,True,369
Volaris,PVR,SJC,10,6,2021,87,male,Business/Work,Home,Car rental,False,0
Viva Aerobus,PVR,MTY,17,6,2019,43,undisclosed,On vacation/Pleasure,Friend/Family,,True,453
Volaris,IZT,TLC,2,1,2015,62,male,On vacation/Pleasure,Short-term homestay,Public Transportation,False,0
Volaris,IZT,JFK,19,1,2018,88,female,On vacation/Pleasure,Hotel,Own car,False,0
Viva Aerobus,TLC,TPQ,15,1,2021,37,unspecified,Back Home,Home,,False,0
Aeromar,LAX,TLC,9,9,2014,41,female,Back Home,Home,,False,0
Aeromar,DEN,TPQ,14,3,2014,84,female,On vacation/Pleasure,Friend/Family,Mobility as a service,False,0
Lufthansa,JFK,TPQ,15,3,2022,16,male,On vacation/Pleasure,Hotel,,True,662
Aeromexico,JFK,MTY,25,10,2015,3,male,Business/Work,Hotel,,True,423
Aeromexico,TPQ,TLC,6,11,2017,69,male,On vacation/Pleasure,Hotel,,True,460
Aeromexico,GDL,JFK,29,5,2022,5,male,Back Home,Home,Own car,False,0
Lufthansa,PVR,TPQ,9,1,2022,70,female,Back Home,Home,Public Transportation,False,0
Volaris,PDX,GDL,16,3,2015,83,female,On vacation/Pleasure,Friend/Family,,True,99
Lufthansa,PVR,GDL,18,3,2017,12,male,On vacation/Pleasure,Short-term homestay,,True,125
Aeromexico,TPQ,GDL,13,4,2023,57,female,On vacation/Pleasure,Home,Car rental,False,0
Delta Airlines,TPQ,LAX,23,12,2020,9,unspecified,Back Home,Home,Airport cab,False,0
Lufthansa,TLC,PDX,5,7,2018,15,male,On vacation/Pleasure,Hotel,,True,634
Alaska,GDL,TPQ,20,7,2019,61,male,Back Home,Home,,False,0
Lufthansa,PDX,TLC,25,8,2017,71,male,Business/Work,Home,,True,459
Delta Airlines,DEN,MTY,29,1,2016,35,undisclosed,Back Home,Home,Pickup,False,0
Volaris,TPQ,PDX,9,6,2016,85,unspecified,On vacation/Pleasure,Friend/Family,Own car,False,0
Viva Aerobus,PDX,TPQ,18,11,2020,84,undisclosed,Business/Work,Home,,True,157
Volaris,PDX,DEN,11,6,2021,28,female,Business/Work,Home,Public Transportation,False,0
Aeromexico,TLC,JFK,6,1,2022,58,male,Business/Work,Home,Airport cab,False,0
Alaska,IZT,MTY,30,1,2023,90,undisclosed,Business/Work,Friend/Family,Car rental,False,0
Lufthansa,LAX,PVR,18,12,2013,72,male,Back Home,Home,,False,0
Aeromexico,DEN,GDL,16,2,2022,9,male,Business/Work,Friend/Family,,True,282
Viva Aerobus,PVR,SJC,10,10,2016,21,female,Business/Work,Friend/Family,,True,462
Lufthansa,PDX,IZT,8,5,2019,83,unspecified,Business/Work,Short-term homestay,Pickup,False,0
Viva Aerobus,PDX,IZT,27,12,2013,71,male,On vacation/Pleasure,Hotel,,True,338
Aeromexico,MTY,IZT,7,9,2021,63,undisclosed,On vacation/Pleasure,Home,,True,204
Lufthansa,TPQ,GDL,17,10,2021,4,male,On vacation/Pleasure,Home,Public Transportation,False,0
Volaris,DEN,TPQ,11,6,2014,12,unspecified,Business/Work,Home,Mobility as a service,False,0
Lufthansa,PDX,TPQ,9,9,2018,70,unspecified,On vacation/Pleasure,Friend/Family,,True,555
Alaska,PVR,LAX,10,1,2020,29,unspecified,On vacation/Pleasure,Home,Car rental,False,0
Aeromar,TPQ,DEN,7,1,2021,22,female,Back Home,Home,Own car,False,0
Delta Airlines,IZT,MTY,19,3,2019,32,female,On vacation/Pleasure,Hotel,Mobility as a service,False,0
Alaska,PDX,JFK,5,5,2014,28,female,Back Home,Home,Pickup,False,0
Volaris,JFK,PDX,29,3,2022,23,female,On vacation/Pleasure,Home,,True,300
Delta Airlines,JFK,PVR,17,4,2018,22,undisclosed,On vacation/Pleasure,Friend/Family,Car rental,False,0
Alaska,DEN,IZT,4,11,2022,5,female,Business/Work,Home,Airport cab,False,0
Delta Airlines,DEN,PVR,20,11,2015,89,undisclosed,Back Home,Home,Pickup,False,0
Volaris,DEN,MTY,13,4,2023,62,unspecified,Back Home,Home,,False,0
Lufthansa,JFK,TLC,27,6,2019,27,male,Business/Work,Hotel,Mobility as a service,False,0
American Airlines,PDX,DEN,30,6,2013,10,unspecified,On vacation/Pleasure,Hotel,Pickup,False,0
Alaska,JFK,PVR,16,7,2022,23,female,On vacation/Pleasure,Home,Airport cab,False,0
Viva Aerobus,DEN,TLC,9,7,2020,19,undisclosed,On vacation/Pleasure,Short-term homestay,,True,239
Aeromexico,GDL,PVR,5,12,2021,39,male,On vacation/Pleasure,Friend/Family,,True,706
Lufthansa,DEN,TPQ,29,7,2022,6,female,Back Home,Home,Own car,False,0
Viva Aerobus,PDX,MTY,5,12,2015,41,female,Business/Work,Short-term homestay,Car rental,False,0
Volaris,PDX,SJC,11,3,2018,1,undisclosed,On vacation/Pleasure,Short-term homestay,Public Transportation,False,0
Aeromar,PDX,PVR,14,3,2013,59,male,On vacation/Pleasure,Home,Airport cab,False,0
American Airlines,IZT,JFK,16,2,2020,78,female,Business/Work,Short-term homestay,Airport cab,False,0
Aeromexico,LAX,PDX,30,5,2013,40,undisclosed,Business/Work,Home,Public Transportation,False,0
Aeromar,IZT,PDX,20,9,2022,70,undisclosed,Back Home,Home,Mobility as a service,False,0
Alaska,DEN,TPQ,7,8,2013,55,female,Business/Work,Short-term homestay,,True,388
Viva Aerobus,TLC,PVR,3,10,2014,50,unspecified,On vacation/Pleasure,Home,,True,560
Alaska,IZT,PDX,18,9,2016,89,female,Back Home,Home,Airport cab,False,0
Aeromexico,TLC,MTY,4,9,2015,20,male,Back Home,Home,,False,0
Delta Airlines,TLC,PVR,30,7,2020,70,unspecified,On vacation/Pleasure,Hotel,Pickup,False,0
Aeromar,DEN,PDX,11,3,2014,16,undisclosed,Business/Work,Hotel,Mobility as a service,False,0
Viva Aerobus,GDL,DEN,9,4,2019,15,undisclosed,Business/Work,Hotel,Car rental,False,0
Aeromar,MTY,TPQ,6,9,2022,68,undisclosed,Business/Work,Home,Own car,False,0
American Airlines,TLC,JFK,22,4,2013,43,undisclosed,Business/Work,Home,Car rental,False,0
Volaris,TPQ,SJC,5,3,2020,59,male,Back Home,Home,,False,0
Viva Aerobus,TPQ,SJC,16,3,2020,45,male,On vacation/Pleasure,Friend/Family,,True,430
Alaska,JFK,SJC,26,12,2018,70,unspecified,Business/Work,Friend/Family,Mobility as a service,False,0
American Airlines,DEN,PDX,3,3,2017,55,undisclosed,On vacation/Pleasure,Home,Car rental,False,0
Delta Airlines,IZT,SJC,17,11,2016,86,undisclosed,On vacation/Pleasure,Short-term homestay,Own car,False,0
Delta Airlines,PDX,PVR,20,11,2020,89,female,Business/Work,Home,Pickup,False,0
Delta Airlines,PVR,DEN,25,3,2019,65,female,Business/Work,Short-term homestay,Car rental,False,0
Aeromar,TPQ,JFK,8,2,2022,86,unspecified,On vacation/Pleasure,Hotel,Pickup,False,0
Volaris,SJC,PVR,15,11,2022,41,female,Business/Work,Home,,True,48
Delta Airlines,LAX,PVR,2,11,2014,23,female,Business/Work,Friend/Family,Mobility as a service,False,0
Volaris,JFK,IZT,24,10,2014,18,male,On vacation/Pleasure,Home,Public Transportation,False,0
Aeromexico,TPQ,LAX,16,5,2020,22,undisclosed,On vacation/Pleasure,Hotel,Mobility as a service,False,0
Alaska,PDX,TLC,21,8,2013,26,male,On vacation/Pleasure,Friend/Family,,True,182
Viva Aerobus,GDL,PDX,9,10,2019,15,undisclosed,Back Home,Home,Public Transportation,False,0
Viva Aerobus,GDL,SJC,23,4,2021,37,unspecified,On vacation/Pleasure,Hotel,Car rental,False,0
Aeromar,TPQ,PDX,29,9,2019,22,undisclosed,Business/Work,Short-term homestay,,True,478
Aeromar,TLC,JFK,7,10,2017,14,male,Business/Work,Short-term homestay,,True,386
Alaska,DEN,PDX,1,3,2013,48,undisclosed,On vacation/Pleasure,Friend/Family,,True,175
Viva Aerobus,GDL,PDX,7,10,2021,15,female,Business/Work,Home,,True,77
Delta Airlines,JFK,MTY,1,5,2022,44,undisclosed,Back Home,Home,,False,0
Viva Aerobus,SJC,DEN,20,1,2018,63,female,On vacation/Pleasure,Home,,True,500
Viva Aerobus,TPQ,PDX,26,4,2017,59,undisclosed,Business/Work,Short-term homestay,,True,179
Aeromar,JFK,PVR,14,8,2017,59,male,Back Home,Home,Car rental,False,0
Volaris,MTY,DEN,23,4,2019,39,male,Business/Work,Hotel,Airport cab,False,0
Viva Aerobus,IZT,PDX,16,11,2021,29,unspecified,Back Home,Home,,False,0
Alaska,JFK,LAX,12,5,2019,55,undisclosed,Back Home,Home,Car rental,False,0
Delta Airlines,DEN,PVR,11,5,2022,38,unspecified,On vacation/Pleasure,Home,Mobility as a service,False,0
Aeromar,PVR,IZT,26,11,2020,16,unspecified,Business/Work,Short-term homestay,,True,530
Lufthansa,GDL,TPQ,11,1,2015,89,undisclosed,Back Home,Home,Public Transportation,False,0
Alaska,LAX,TLC,10,1,2018,43,unspecified,On vacation/Pleasure,Friend/Family,Own car,False,0
Aeromexico,SJC,GDL,4,1,2022,70,female,On vacation/Pleasure,Hotel,Mobility as a service,False,0
Aeromar,LAX,PVR,27,10,2013,37,undisclosed,Back Home,Home,Airport cab,False,0
Volaris,IZT,TLC,3,10,2019,16,female,On vacation/Pleasure,Short-term homestay,,True,204
Alaska,MTY,PDX,18,12,2017,32,male,On vacation/Pleasure,Short-term homestay,Public Transportation,False,0
Viva Aerobus,GDL,IZT,19,7,2013,79,undisclosed,Back Home,Home,Car rental,False,0
American Airlines,PVR,MTY,31,10,2014,3,unspecified,Back Home,Home,Car rental,False,0
Delta Airlines,DEN,TLC,9,8,2019,77,undisclosed,Back Home,Home,Airport cab,False,0
Lufthansa,JFK,GDL,8,2,2014,18,female,On vacation/Pleasure,Short-term homestay,,True,334
Alaska,LAX,TLC,19,5,2018,5,female,Business/Work,Friend/Family,Public Transportation,False,0
Delta Airlines,SJC,TPQ,10,6,2014,9,unspecified,On vacation/Pleasure,Hotel,Airport cab,False,0
American Airlines,TPQ,DEN,24,2,2015,3,unspecified,Business/Work,Friend/Family,,True,601
